Year,Month,Product Category Key,Province,City,Province Population Size,Province Total University Enrollment,Number of Dwellings,Median House-hold Income,Sales
2024,2,4,Alberta,Camrose,4543111,158320,8135,76000,89.9287088747288
2024,3,5,Alberta,Canmore,4543111,158320,6805,106000,99.6036192796115
2024,4,1,Alberta,Edmonton,4543111,158320,548625,96000,126.45186427814762
2024,5,2,Alberta,Grande Prairie,4543111,158320,24815,102000,115.9563695666153
2024,6,3,Alberta,High River,4543111,158320,5785,82000,90.3879391106452
2024,7,4,Alberta,Lacombe,4543111,158320,5195,89000,88.71959630130203
2024,8,5,Alberta,Lethbridge,4543111,158320,48650,84000,119.91383458254793
2024,9,1,Alberta,Lloydminster,4543111,158320,13885,95000,119.54126238797717
2024,10,2,Alberta,Medicine Hat,4543111,158320,32060,80000,111.34837928248899
2024,11,3,Alberta,Okotoks,4543111,158320,10475,117000,123.51951630552101
2024,12,4,Alberta,Red Deer,4543111,158320,40510,85000,104.01285858290414
2024,1,5,Alberta,Strathmore,4543111,158320,5515,91000,106.23777907745692
2024,2,1,Alberta,Sylvan Lake,4543111,158320,6615,93000,94.83364670806381
2024,3,2,Alberta,Wetaskiwin,4543111,158320,5185,69500,86.97431853641409
2024,4,3,Alberta,Wood Buffalo,4543111,158320,26480,182000,117.6167619042802
2024,5,4,British Columbia,Abbotsford - Mission,5319324,186124,67610,91000,87.52694685007695
2024,6,5,British Columbia,Campbell River,5319324,186124,17640,78500,99.21236205954656
2024,7,1,British Columbia,Chilliwack,5319324,186124,44365,82000,84.99067525018803
2024,8,2,British Columbia,Courtenay,5319324,186124,28200,76500,106.1895629518194
2024,9,3,British Columbia,Cranbrook,5319324,186124,11380,84000,101.51781316572682
2024,10,4,British Columbia,Dawson Creek,5319324,186124,7540,85000,101.3683486598787
2024,11,5,British Columbia,Duncan,5319324,186124,20010,75500,111.50738202667196
2024,12,1,British Columbia,Fort St. John,5319324,186124,11590,106000,151.5811673753999
2024,1,2,British Columbia,Kamloops,5319324,186124,47100,87000,101.01416799522814
2024,2,3,British Columbia,Kelowna,5319324,186124,94335,85000,100.77998405799896
2024,3,4,British Columbia,Ladysmith,5319324,186124,6505,80000,89.56356085932885
2024,4,5,British Columbia,Nanaimo,5319324,186124,49345,77500,106.46757841985605
2024,5,1,British Columbia,Nelson,5319324,186124,8505,74500,80.89015470644674
2024,6,2,British Columbia,Parksville,5319324,186124,14765,73500,81.9841745504049
2024,7,3,British Columbia,Penticton,5319324,186124,21920,71000,94.49685178423734
2024,8,4,British Columbia,Port Alberni,5319324,186124,11715,67000,105.40441265845308
2024,9,5,British Columbia,Powell River,5319324,186124,8190,66500,109.0957321626703
2024,10,1,British Columbia,Prince George,5319324,186124,36800,91000,99.20717820306658
2024,11,2,British Columbia,Prince Rupert,5319324,186124,5500,92000,110.34107542351806
2024,12,3,British Columbia,Quesnel,5319324,186124,10155,73000,103.93107440260239
2024,1,4,British Columbia,Salmon Arm,5319324,186124,8215,75000,87.09473597301849
2024,2,5,British Columbia,Squamish,5319324,186124,9310,111000,107.74316813517318
2024,3,1,British Columbia,Terrace,5319324,186124,8000,90000,90.03751958976702
2024,4,2,British Columbia,Trail,5319324,186124,6515,76000,87.85356015539345
2024,5,3,British Columbia,Vancouver,5319324,186124,1043320,90000,89.25587606897444
2024,6,4,British Columbia,Vernon,5319324,186124,28725,79000,82.0975077950768
2024,7,5,British Columbia,Victoria,5319324,186124,176675,85000,105.77296163841378
2024,8,1,British Columbia,Williams Lake,5319324,186124,10045,81000,90.67642255708385
2024,9,2,Prince Edward Island,Charlottetown,170688,5810,32945,76500,79.06950017955366
2024,10,3,Prince Edward Island,Summerside,170688,5810,7950,64500,85.25192387611774
2024,11,4,Nova Scotia,Cape Breto,1019725,52270,43800,62000,71.83327781195898
2024,12,5,Nova Scotia,Halifax,1019725,52270,201140,81000,112.50775635427223
2024,1,1,Nova Scotia,Kentville,1019725,52270,11940,67000,92.41936580570875
2024,2,2,Nova Scotia,New Glasgow,1019725,52270,15480,64000,93.72175424843756
2024,3,3,Nova Scotia,Truro,1019725,52270,20700,66000,101.5218983028252
2024,4,4,New Brunswick,Bathurst,812061,20590,14395,62800,97.22818550040195
2024,5,5,New Brunswick,Campbellton,812061,20590,6130,54400,104.80319774307813
2024,6,1,New Brunswick,Edmundston,812061,20590,10265,60800,76.47380041903283
2024,7,2,New Brunswick,Fredericton,812061,20590,46360,79000,84.4289037255405
2024,8,3,New Brunswick,Miramich,812061,20590,12300,66500,94.7043404630764
2024,9,4,New Brunswick,Moncton,812061,20590,67180,74500,74.83251703070373
2024,10,5,New Brunswick,Saint John,812061,20590,55865,74000,88.02126041650502
2024,11,1,Quebec,Alma,8695659,313360,13815,67500,91.7141082844445
2024,12,2,Quebec,Amos,8695659,313360,8250,76500,116.90212301673057
2024,1,3,Quebec,Baie-Comeau,8695659,313360,12360,75000,93.46210935103824
2024,2,4,Quebec,Cowansville,8695659,313360,6980,58800,89.07758356048846
2024,3,5,Quebec,Dolbeau-Mistassini,8695659,313360,6960,63600,104.8414810443543
2024,4,1,Quebec,Drummondville,8695659,313360,45695,64000,81.38912202148242
2024,5,2,Quebec,Granby,8695659,313360,41095,68500,95.5055802665328
2024,6,3,Quebec,Joliette,8695659,313360,24565,61600,98.63283990401901
2024,7,4,Quebec,Lachute,8695659,313360,6530,56400,98.45839882854712
2024,8,5,Quebec,Matane,8695659,313360,9170,56800,143.99338555528254
2024,9,1,Quebec,Montréal,8695659,313360,1835700,76000,75.18137791323318
2024,10,2,Quebec,Québec,8695659,313360,387955,76500,112.1096766792682
2024,11,3,Quebec,Rimouski,8695659,313360,25620,67000,102.06077056869267
2024,12,4,Quebec,Rivière-du-Loup,8695659,313360,13740,67000,102.46642781394905
2024,1,5,Quebec,Rouyn-Noranda,8695659,313360,19280,76000,107.72956343026816
2024,2,1,Quebec,Saguenay,8695659,313360,74810,70000,79.62764246610088
2024,3,2,Quebec,Saint-Georges,8695659,313360,16135,64500,86.06594286284361
2024,4,3,Quebec,Saint-Hyacinthe,8695659,313360,27960,62000,101.27848612224535
2024,5,4,Quebec,Sainte-Agathe-des-Monts,8695659,313360,9670,61200,97.91778759246124
2024,6,5,Quebec,Sainte-Marie,8695659,313360,5500,78000,110.82414420452947
2024,7,1,Quebec,Salaberry-de-Valleyfield,8695659,313360,20070,62000,85.4179087620146
2024,8,2,Quebec,Sept-Îles,8695659,313360,12290,79000,125.75992363491324
2024,9,3,Quebec,Shawinigan,8695659,313360,25060,53600,106.22930724430482
2024,10,4,Quebec,Sherbrooke,8695659,313360,104650,65000,96.99468286581197
2024,11,5,Quebec,Sorel-Tracy,8695659,313360,20310,61600,117.33147423601208
2024,12,1,Quebec,Thetford Mines,8695659,313360,13260,57200,87.07980767146088
2024,1,2,Quebec,Trois-Rivières,8695659,313360,76635,62400,93.83020817949824
2024,2,3,Quebec,Val-d'Or,8695659,313360,15375,74500,94.82406071189568
2024,3,4,Quebec,Victoriaville,8695659,313360,23910,63200,85.44230310291742
2024,4,5,Ontario,Barrie,15109416,602850,78540,97000,169.80843919238308
2024,5,1,Ontario,Belleville - Quinte West,15109416,602850,46215,78000,106.28115841036809
2024,6,2,Ontario,Brantford,15109416,602850,56000,85000,131.63757519398948
2024,7,3,Ontario,Brockville,15109416,602850,14435,70500,142.522342313495
2024,8,4,Ontario,Centre Wellington,15109416,602850,11970,101000,148.92032681922979
2024,9,5,Ontario,Chatham-Kent,15109416,602850,44175,71500,140.17727506543827
2024,10,1,Ontario,Cobourg,15109416,602850,9135,77000,129.39429118740594
2024,11,2,Ontario,Collingwood,15109416,602850,11170,82000,141.16090661531078
2024,12,3,Ontario,Cornwall,15109416,602850,26795,65500,157.31374513662252
2024,1,4,Ontario,Elliot Lake,15109416,602850,5840,50000,109.79309856725459
2024,2,5,Ontario,Essa,15109416,602850,7945,108000,143.43231440209001
2024,3,1,Ontario,Greater Sudbury,15109416,602850,73385,84000,112.1076855044684
2024,4,2,Ontario,Guelph,15109416,602850,64175,97000,176.255428066446
2024,5,3,Ontario,Hamilton,15109416,602850,307380,91000,133.716623182848
2024,6,4,Ontario,Hawkesbury,15109416,602850,5985,53600,122.13682278312379
2024,7,5,Ontario,Ingersoll,15109416,602850,5465,88000,141.3626463805995
2024,8,1,Ontario,Kawartha Lakes,15109416,602850,32710,82000,138.43121154074532
2024,9,2,Ontario,Kenora,15109416,602850,6510,86000,136.68028835435817
2024,10,3,Ontario,Kingston,15109416,602850,73505,83000,138.59066275662025
2024,11,4,Ontario,Kitchener,15109416,602850,219060,92000,124.74653226800199
2024,12,5,Ontario,London,15109416,602850,222240,79500,161.907919643577
2024,1,1,Ontario,Midland,15109416,602850,11825,71000,109.01570269231154
2024,2,2,Ontario,Norfolk,15109416,602850,27595,82000,136.6098927085629
2024,3,3,Ontario,North Bay,15109416,602850,31185,76000,130.18255538897344
2024,4,4,Ontario,Orillia,15109416,602850,14425,71000,140.87376481700318
2024,5,5,Ontario,Oshawa,15109416,602850,149045,102000,136.33346142922773
2024,6,1,Ontario,Ottawa,15109416,602850,604720,98000,147.59905734276896
2024,7,2,Ontario,Owen Sound,15109416,602850,14390,71500,135.34341937826284
2024,8,3,Ontario,Pembroke,15109416,602850,10260,73000,160.74811260357313
2024,9,4,Ontario,Petawawa,15109416,602850,6760,102000,121.45534083246659
2024,10,5,Ontario,Peterborough,15109416,602850,53370,79000,145.23882631081833
2024,11,1,Ontario,Port Hope,15109416,602850,7320,88000,127.96237512387805
2024,12,2,Ontario,Sarnia,15109416,602850,42580,83000,179.6099921676496
2024,1,3,Ontario,Sault Ste. Marie,15109416,602850,34415,74000,131.71272563120996
2024,2,4,Ontario,St. Catharines - Niagara,15109416,602850,179225,77000,117.59806592026916
2024,3,5,Ontario,Stratford,15109416,602850,14745,77000,135.08398550108296
2024,4,1,Ontario,Thunder Bay,15109416,602850,54210,80000,129.65630028635263
2024,5,2,Ontario,Tillsonburg,15109416,602850,8225,73500,122.72060740218335
2024,6,3,Ontario,Timmins,15109416,602850,17885,82000,137.25258297917713
2024,7,4,Ontario,Toronto,15109416,602850,2262470,97000,159.52797858873342
2024,8,5,Ontario,Wasaga Beach,15109416,602850,10810,76000,168.69810421468225
2024,9,1,Ontario,Windsor,15109416,602850,165665,82000,123.63188790180818
2024,10,2,Ontario,Woodstock,15109416,602850,18885,82000,146.86874855824362
2024,11,3,Manitoba,Brandon,1409223,43140,22280,77500,91.75852315355932
2024,12,4,Manitoba,Portage la Prairie,1409223,43140,5645,69000,91.42037557414274
2024,1,5,Manitoba,Steinbach,1409223,43140,6835,72500,110.97974332521987
2024,2,1,Manitoba,Thompson,1409223,43140,4675,96000,115.64773382098657
2024,3,2,Manitoba,Winkler,1409223,43140,11360,75000,83.73484793968684
2024,4,3,Manitoba,Winnipeg,1409223,43140,330325,83000,104.46873556373207
2024,5,4,Saskatchewan,Estevan,1194803,39590,5345,96000,94.17513959191609
2024,6,5,Saskatchewan,Moose Jaw,1194803,39590,15215,75500,98.28476983166881
2024,7,1,Saskatchewan,North Battleford,1194803,39590,7865,78000,74.00975056792363
2024,8,2,Saskatchewan,Prince Albert,1194803,39590,17060,78000,96.70788027404116
2024,9,3,Saskatchewan,Regina,1194803,39590,100210,90000,99.19659187062793
2024,10,4,Saskatchewan,Saskatoon,1194803,39590,125100,89000,94.67695726311344
2024,11,5,Saskatchewan,Swift Current,1194803,39590,7950,80000,101.90672008982008
2024,12,1,Saskatchewan,Weyburn,1194803,39590,5090,82000,96.42494376757446
2024,1,2,Saskatchewan,Yorkton,1194803,39590,8425,77500,85.60873887409156
2024,2,3,Alberta,Brooks,4543111,158320,5140,91000,99.16879131272815
2024,3,4,Alberta,Calgary,4543111,158320,563440,100000,81.341335234807
2024,4,5,Alberta,Camrose,4543111,158320,8135,76000,109.23458862171218
2024,5,1,Alberta,Canmore,4543111,158320,6805,106000,118.21730584215891
2024,6,2,Alberta,Edmonton,4543111,158320,548625,96000,115.0540802210038
2024,7,3,Alberta,Grande Prairie,4543111,158320,24815,102000,121.73602998776386
2024,8,4,Alberta,High River,4543111,158320,5785,82000,104.97562011177429
2024,9,5,Alberta,Lacombe,4543111,158320,5195,89000,104.40464762319604
2024,10,1,Alberta,Lethbridge,4543111,158320,48650,84000,97.21788705206276
2024,11,2,Alberta,Lloydminster,4543111,158320,13885,95000,134.01605385007795
2024,12,3,Alberta,Medicine Hat,4543111,158320,32060,80000,104.30076124482436
2024,1,4,Alberta,Okotoks,4543111,158320,10475,117000,92.40380494987777
2024,2,5,Alberta,Red Deer,4543111,158320,40510,85000,111.79785761046647
2024,3,1,Alberta,Strathmore,4543111,158320,5515,91000,91.19836625049277
2024,4,2,Alberta,Sylvan Lake,4543111,158320,6615,93000,97.4340161476619
2024,5,3,Alberta,Wetaskiwin,4543111,158320,5185,69500,95.11708720887721
2024,6,4,Alberta,Wood Buffalo,4543111,158320,26480,182000,89.39700774468086
2024,7,5,British Columbia,Abbotsford - Mission,5319324,186124,67610,91000,99.89756033112774
2024,8,1,British Columbia,Campbell River,5319324,186124,17640,78500,89.64228133218492
2024,9,2,British Columbia,Chilliwack,5319324,186124,44365,82000,99.99907241787783
2024,10,3,British Columbia,Courtenay,5319324,186124,28200,76500,101.46100999779246
2024,11,4,British Columbia,Cranbrook,5319324,186124,11380,84000,98.58514549502112
2024,12,5,British Columbia,Dawson Creek,5319324,186124,7540,85000,131.40901148231814
2024,1,1,British Columbia,Duncan,5319324,186124,20010,75500,85.12479411576005
2024,2,2,British Columbia,Fort St. John,5319324,186124,11590,106000,118.07888182694441
2024,3,3,British Columbia,Kamloops,5319324,186124,47100,87000,97.09115972932221
2024,4,4,British Columbia,Kelowna,5319324,186124,94335,85000,95.46085915796871
2024,5,5,British Columbia,Ladysmith,5319324,186124,6505,80000,102.06714710569989
2024,6,1,British Columbia,Nanaimo,5319324,186124,49345,77500,78.60966757214419
2024,7,2,British Columbia,Nelson,5319324,186124,8505,74500,88.25705434568559
2024,8,3,British Columbia,Parksville,5319324,186124,14765,73500,108.44016818294988
2024,9,4,British Columbia,Penticton,5319324,186124,21920,71000,90.9467366733016
2024,10,5,British Columbia,Port Alberni,5319324,186124,11715,67000,111.22334409510646
2024,11,1,British Columbia,Powell River,5319324,186124,8190,66500,93.82777289585471
2024,12,2,British Columbia,Prince George,5319324,186124,36800,91000,115.01678807068288
2024,1,3,British Columbia,Prince Rupert,5319324,186124,5500,92000,95.21125667623102
2024,2,4,British Columbia,Quesnel,5319324,186124,10155,73000,89.2766706595896
2024,3,5,British Columbia,Salmon Arm,5319324,186124,8215,75000,102.68525210793311
2024,4,1,British Columbia,Squamish,5319324,186124,9310,111000,113.36827914786032
2024,5,2,British Columbia,Terrace,5319324,186124,8000,90000,88.7626058969738
2024,6,3,British Columbia,Trail,5319324,186124,6515,76000,88.924815708302
2024,7,4,British Columbia,Vancouver,5319324,186124,1043320,90000,92.52482916854862
2024,8,5,British Columbia,Vernon,5319324,186124,28725,79000,119.26179636740873
2024,9,1,British Columbia,Victoria,5319324,186124,176675,85000,90.39955820788424
2024,10,2,British Columbia,Williams Lake,5319324,186124,10045,81000,112.33681234436521
2024,11,3,Prince Edward Island,Charlottetown,170688,5810,32945,76500,78.47182045510432
2024,12,4,Prince Edward Island,Summerside,170688,5810,7950,64500,78.95260067102613
2024,1,5,Nova Scotia,Cape Breto,1019725,52270,43800,62000,100.72405115485263
2024,2,1,Nova Scotia,Halifax,1019725,52270,201140,81000,101.37681421953465
2024,3,2,Nova Scotia,Kentville,1019725,52270,11940,67000,89.63491570461011
2024,4,3,Nova Scotia,New Glasgow,1019725,52270,15480,64000,103.14018003964917
2024,5,4,Nova Scotia,Truro,1019725,52270,20700,66000,88.04991851457775
2024,6,5,New Brunswick,Bathurst,812061,20590,14395,62800,97.31764292507015
2024,7,1,New Brunswick,Campbellton,812061,20590,6130,54400,81.82066687217774
2024,8,2,New Brunswick,Edmundston,812061,20590,10265,60800,86.29413193839416
2024,9,3,New Brunswick,Fredericton,812061,20590,46360,79000,87.78198544585335
2024,10,4,New Brunswick,Miramich,812061,20590,12300,66500,73.48085572288905
2024,11,5,New Brunswick,Moncton,812061,20590,67180,74500,84.92225765731834
2024,12,1,New Brunswick,Saint John,812061,20590,55865,74000,90.48731279460597
2024,1,2,Quebec,Alma,8695659,313360,13815,67500,93.83020817949824
2024,2,3,Quebec,Amos,8695659,313360,8250,76500,94.0921962286142
2024,3,4,Quebec,Baie-Comeau,8695659,313360,12360,75000,85.44230310291742
2024,4,5,Quebec,Cowansville,8695659,313360,6980,58800,114.93118691227501
2024,5,1,Quebec,Dolbeau-Mistassini,8695659,313360,6960,63600,83.88442382928059
2024,6,2,Quebec,Drummondville,8695659,313360,45695,64000,91.6921987461219
2024,7,3,Quebec,Granby,8695659,313360,41095,68500,104.20487597995434
2024,8,4,Quebec,Joliette,8695659,313360,24565,61600,123.94063211664799
2024,9,5,Quebec,Lachute,8695659,313360,6530,56400,117.0691040946124
2024,10,1,Quebec,Matane,8695659,313360,9170,56800,92.46977672904076
2024,11,2,Quebec,Montréal,8695659,313360,1835700,76000,103.34308208853767
2024,12,3,Quebec,Québec,8695659,313360,387955,76500,111.99505960970544
2024,1,4,Quebec,Rimouski,8695659,313360,25620,67000,88.33038548883128
2024,2,5,Quebec,Rivière-du-Loup,8695659,313360,13740,67000,108.47676150192534
2024,3,1,Quebec,Rouyn-Noranda,8695659,313360,19280,76000,75.99236200852984
2024,4,2,Quebec,Saguenay,8695659,313360,74810,70000,92.29843871182958
2024,5,3,Quebec,Saint-Georges,8695659,313360,16135,64500,103.66426474386846
2024,6,4,Quebec,Saint-Hyacinthe,8695659,313360,27960,62000,92.88636275261179
2024,7,5,Quebec,Sainte-Agathe-des-Monts,8695659,313360,9670,61200,118.51115226718173
2024,8,1,Quebec,Sainte-Marie,8695659,313360,5500,78000,101.46474571749668
2024,9,2,Quebec,Salaberry-de-Valleyfield,8695659,313360,20070,62000,102.44580762706599
2024,10,3,Quebec,Sept-Îles,8695659,313360,12290,79000,106.4154854827656
2024,11,4,Quebec,Shawinigan,8695659,313360,25060,53600,94.21147970095438
2024,12,5,Quebec,Sherbrooke,8695659,313360,104650,65000,132.14988465611236
2024,1,1,Quebec,Sorel-Tracy,8695659,313360,20310,61600,80.9339824809795
2024,2,2,Quebec,Thetford Mines,8695659,313360,13260,57200,89.70122332041466
2024,3,3,Quebec,Trois-Rivières,8695659,313360,76635,62400,91.18878025432464
2024,4,4,Quebec,Val-d'Or,8695659,313360,15375,74500,95.53200897083813
2024,5,5,Quebec,Victoriaville,8695659,313360,23910,63200,117.97054103109585
2024,6,1,Ontario,Barrie,15109416,602850,78540,97000,143.50270190515928
2024,7,2,Ontario,Belleville - Quinte West,15109416,602850,46215,78000,136.8763137643712
2024,8,3,Ontario,Brantford,15109416,602850,56000,85000,161.0503893451906
2024,9,4,Ontario,Brockville,15109416,602850,14435,70500,120.1245216268037
2024,10,5,Ontario,Centre Wellington,15109416,602850,11970,101000,143.48642089000978
2024,11,1,Ontario,Chatham-Kent,15109416,602850,44175,71500,123.33863826126243
2024,12,2,Ontario,Cobourg,15109416,602850,9135,77000,178.57585094275066
2024,1,3,Ontario,Collingwood,15109416,602850,11170,82000,137.46956187821212
2024,2,4,Ontario,Cornwall,15109416,602850,26795,65500,121.43506000393405
2024,3,5,Ontario,Elliot Lake,15109416,602850,5840,50000,137.19895748779987
2024,4,1,Ontario,Essa,15109416,602850,7945,108000,151.6841574230925
2024,5,2,Ontario,Greater Sudbury,15109416,602850,73385,84000,125.28764301319063
2024,6,3,Ontario,Guelph,15109416,602850,64175,97000,161.20954275846336
2024,7,4,Ontario,Hamilton,15109416,602850,307380,91000,128.69787148903472
2024,8,5,Ontario,Hawkesbury,15109416,602850,5985,53600,168.69810421468225
2024,9,1,Ontario,Ingersoll,15109416,602850,5465,88000,122.82684085906553
2024,10,2,Ontario,Kawartha Lakes,15109416,602850,32710,82000,146.86874855824362
2024,11,3,Ontario,Kenora,15109416,602850,6510,86000,132.8828208136874
2024,12,4,Ontario,Kingston,15109416,602850,73505,83000,133.95738528015863
2024,1,5,Ontario,Kitchener,15109416,602850,219060,92000,129.70327133678742
2024,2,1,Ontario,London,15109416,602850,222240,79500,114.9835786110506
2024,3,2,Ontario,Midland,15109416,602850,11825,71000,124.95301713459997
2024,4,3,Ontario,Norfolk,15109416,602850,27595,82000,159.01337690661575
2024,5,4,Ontario,North Bay,15109416,602850,31185,76000,117.00493392176341
2024,6,5,Ontario,Orillia,15109416,602850,14425,71000,142.18957622175836
2024,7,1,Ontario,Oshawa,15109416,602850,149045,102000,148.84956835830423
2024,8,2,Ontario,Ottawa,15109416,602850,604720,98000,181.1214685891059
2024,9,3,Ontario,Owen Sound,15109416,602850,14390,71500,138.40448451815942
2024,10,4,Ontario,Pembroke,15109416,602850,10260,73000,120.10285383663786
2024,11,5,Ontario,Petawawa,15109416,602850,6760,102000,143.3609111165328
2024,12,1,Ontario,Peterborough,15109416,602850,53370,79000,156.10058932694085
2024,1,2,Ontario,Port Hope,15109416,602850,7320,88000,141.72772748855957
2024,2,3,Ontario,Sarnia,15109416,602850,42580,83000,139.57467209354667
2024,3,4,Ontario,Sault Ste. Marie,15109416,602850,34415,74000,117.79977954636291
2024,4,5,Ontario,St. Catharines - Niagara,15109416,602850,179225,77000,159.6358293115731
2024,5,1,Ontario,Stratford,15109416,602850,14745,77000,106.28115841036809
2024,6,2,Ontario,Thunder Bay,15109416,602850,54210,80000,131.63757519398948
2024,7,3,Ontario,Tillsonburg,15109416,602850,8225,73500,142.522342313495
2024,8,4,Ontario,Timmins,15109416,602850,17885,82000,147.56452001422966
2024,9,5,Ontario,Toronto,15109416,602850,2262470,97000,132.6931512339639
2024,10,1,Ontario,Wasaga Beach,15109416,602850,10810,76000,126.80555363881683
2024,11,2,Ontario,Windsor,15109416,602850,165665,82000,136.08445509589504
2024,12,3,Ontario,Woodstock,15109416,602850,18885,82000,158.67186504072075
2024,1,4,Manitoba,Brandon,1409223,43140,22280,77500,91.36935134633198
2024,2,5,Manitoba,Portage la Prairie,1409223,43140,5645,69000,113.16167801179098
2024,3,1,Manitoba,Steinbach,1409223,43140,6835,72500,76.50805725071994
2024,4,2,Manitoba,Thompson,1409223,43140,4675,96000,115.18098266688676
2024,5,3,Manitoba,Winkler,1409223,43140,11360,75000,96.76203832462225
2024,6,4,Manitoba,Winnipeg,1409223,43140,330325,83000,86.3612893123967
2024,7,5,Saskatchewan,Estevan,1194803,39590,5345,96000,100.48303229905562
2024,8,1,Saskatchewan,Moose Jaw,1194803,39590,15215,75500,77.12936958290379
2024,9,2,Saskatchewan,North Battleford,1194803,39590,7865,78000,89.48324851520066
2024,10,3,Saskatchewan,Prince Albert,1194803,39590,17060,78000,95.989650890964
2024,11,4,Saskatchewan,Regina,1194803,39590,100210,90000,88.51071340750366
2024,12,5,Saskatchewan,Saskatoon,1194803,39590,125100,89000,113.43773598009065
2024,1,1,Saskatchewan,Swift Current,1194803,39590,7950,80000,81.5964459849469
2024,2,2,Saskatchewan,Weyburn,1194803,39590,5090,82000,93.22061164872251
2024,3,3,Saskatchewan,Yorkton,1194803,39590,8425,77500,95.99660766267469
2024,4,4,Alberta,Brooks,4543111,158320,5140,91000,96.51091158825862
2024,5,5,Alberta,Calgary,4543111,158320,563440,100000,97.30336377411437
2024,6,1,Alberta,Camrose,4543111,158320,8135,76000,78.23761984676159
2024,7,2,Alberta,Canmore,4543111,158320,6805,106000,118.41586784148508
2024,8,3,Alberta,Edmonton,4543111,158320,548625,96000,138.5188331776681
2024,9,4,Alberta,Grande Prairie,4543111,158320,24815,102000,96.00640941286082
2024,10,5,Alberta,High River,4543111,158320,5785,82000,113.4793281055407
2024,11,1,Alberta,Lacombe,4543111,158320,5195,89000,97.4630766965941
2024,12,2,Alberta,Lethbridge,4543111,158320,48650,84000,113.02749691967907
2024,1,3,Alberta,Lloydminster,4543111,158320,13885,95000,117.82144686430534
2024,2,4,Alberta,Medicine Hat,4543111,158320,32060,80000,94.3024376182955
2024,3,5,Alberta,Okotoks,4543111,158320,10475,117000,99.6036192796115
2024,4,1,Alberta,Red Deer,4543111,158320,40510,85000,92.84044031504718
2024,5,2,Alberta,Strathmore,4543111,158320,5515,91000,89.92345255769955
2024,6,3,Alberta,Sylvan Lake,4543111,158320,6615,93000,90.78595332579592
2024,7,4,Alberta,Wetaskiwin,4543111,158320,5185,69500,89.40241284796932
2024,8,5,Alberta,Wood Buffalo,4543111,158320,26480,182000,121.23824448049646
2024,9,1,British Columbia,Abbotsford - Mission,5319324,186124,67610,91000,88.45544883809772
2024,10,2,British Columbia,Campbell River,5319324,186124,17640,78500,111.30267111946628
2024,11,3,British Columbia,Chilliwack,5319324,186124,44365,82000,99.49855621271665
2024,12,4,British Columbia,Courtenay,5319324,186124,28200,76500,105.80595238311686
2024,1,5,British Columbia,Cranbrook,5319324,186124,11380,84000,108.96388470875615
2024,2,1,British Columbia,Dawson Creek,5319324,186124,7540,85000,93.27478583218735
2024,3,2,British Columbia,Duncan,5319324,186124,20010,75500,85.81347187568834
2024,4,3,British Columbia,Fort St. John,5319324,186124,11590,106000,116.45591524355444
2024,5,4,British Columbia,Kamloops,5319324,186124,47100,87000,87.52694685007695
2024,6,5,British Columbia,Kelowna,5319324,186124,94335,85000,97.03572226585044
2024,7,1,British Columbia,Ladysmith,5319324,186124,6505,80000,84.99067525018803
2024,8,2,British Columbia,Nanaimo,5319324,186124,49345,77500,106.1895629518194
2024,9,3,British Columbia,Nelson,5319324,186124,8505,74500,100.15969326162863
2024,10,4,British Columbia,Parksville,5319324,186124,14765,73500,93.07434860573775
2024,11,5,British Columbia,Penticton,5319324,186124,21920,71000,111.50738202667196
2024,12,1,British Columbia,Port Alberni,5319324,186124,11715,67000,89.19347228287108
2024,1,2,British Columbia,Powell River,5319324,186124,8190,66500,92.59455866368545
2024,2,3,British Columbia,Prince George,5319324,186124,36800,91000,98.0079446520024
2024,3,4,British Columbia,Prince Rupert,5319324,186124,5500,92000,86.79152145333228
2024,4,5,British Columbia,Quesnel,5319324,186124,10155,73000,108.58255040657298
2024,5,1,British Columbia,Salmon Arm,5319324,186124,8215,75000,80.89015470644674
2024,6,2,British Columbia,Squamish,5319324,186124,9310,111000,110.98214138547864
2024,7,3,British Columbia,Terrace,5319324,186124,8000,90000,95.19714274100549
2024,8,4,British Columbia,Trail,5319324,186124,6515,76000,105.40441265845308
2024,9,5,British Columbia,Vancouver,5319324,186124,1043320,90000,85.07956891411683
2024,10,1,British Columbia,Vernon,5319324,186124,28725,79000,98.20632011393899
2024,11,2,British Columbia,Victoria,5319324,186124,176675,85000,105.40282814201858
2024,12,3,British Columbia,Williams Lake,5319324,186124,10045,81000,105.28919430670058
2024,1,4,Prince Edward Island,Charlottetown,170688,5810,32945,76500,97.7878606897821
2024,2,5,Prince Edward Island,Summerside,170688,5810,7950,64500,102.73083532064345
2024,3,1,Nova Scotia,Cape Breto,1019725,52270,43800,62000,92.72990223669001
2024,4,2,Nova Scotia,Halifax,1019725,52270,201140,81000,96.85263492489385
2024,5,3,Nova Scotia,Kentville,1019725,52270,11940,67000,96.17478758870936
2024,6,4,Nova Scotia,New Glasgow,1019725,52270,15480,64000,80.56436369656977
2024,7,5,Nova Scotia,Truro,1019725,52270,20700,66000,100.67680446612108
2024,8,1,New Brunswick,Bathurst,812061,20590,14395,62800,74.0061693968007
2024,9,2,New Brunswick,Campbellton,812061,20590,6130,54400,78.01365701707293
2024,10,3,New Brunswick,Edmundston,812061,20590,10265,60800,85.25192387611774
2024,11,4,New Brunswick,Fredericton,812061,20590,46360,79000,75.6086119214202
